,county,fips,state
2936,"Manassas city, Virginia",51683,Virginia
2937,"Manassas Park city, Virginia",51685,Virginia
2938,"Martinsville city, Virginia",51690,Virginia
2939,"Newport News city, Virginia",51700,Virginia
2940,"Norfolk city, Virginia",51710,Virginia
2941,"Norton city, Virginia",51720,Virginia
2942,"Petersburg city, Virginia",51730,Virginia
2943,"Poquoson city, Virginia",51735,Virginia
2944,"Portsmouth city, Virginia",51740,Virginia
2945,"Radford city, Virginia",51750,Virginia
2946,"Richmond city, Virginia",51760,Virginia
2947,"Roanoke city, Virginia",51770,Virginia
2948,"Salem city, Virginia",51775,Virginia
2949,"Staunton city, Virginia",51790,Virginia
2950,"Suffolk city, Virginia",51800,Virginia
2951,"Virginia Beach city, Virginia",51810,Virginia
2952,"Waynesboro city, Virginia",51820,Virginia
2953,"Williamsburg city, Virginia",51830,Virginia
2954,"Winchester city, Virginia",51840,Virginia
2955,"Adams County, Washington",53001,Washington
2956,"Asotin County, Washington",53003,Washington
2957,"Benton County, Washington",53005,Washington
2958,"Chelan County, Washington",53007,Washington
2959,"Clallam County, Washington",53009,Washington
2960,"Clark County, Washington",53011,Washington
2961,"Columbia County, Washington",53013,Washington
2962,"Cowlitz County, Washington",53015,Washington
2963,"Douglas County, Washington",53017,Washington
2964,"Ferry County, Washington",53019,Washington
2965,"Franklin County, Washington",53021,Washington
2966,"Garfield County, Washington",53023,Washington
2967,"Grant County, Washington",53025,Washington
2968,"Grays Harbor County, Washington",53027,Washington
2969,"Island County, Washington",53029,Washington
2970,"Jefferson County, Washington",53031,Washington
2971,"King County, Washington",53033,Washington
2972,"Kitsap County, Washington",53035,Washington
2973,"Kittitas County, Washington",53037,Washington
2974,"Klickitat County, Washington",53039,Washington
2975,"Lewis County, Washington",53041,Washington
2976,"Lincoln County, Washington",53043,Washington
2977,"Mason County, Washington",53045,Washington
2978,"Okanogan County, Washington",53047,Washington
2979,"Pacific County, Washington",53049,Washington
2980,"Pend Oreille County, Washington",53051,Washington
2981,"Pierce County, Washington",53053,Washington
2982,"San Juan County, Washington",53055,Washington
2983,"Skagit County, Washington",53057,Washington
2984,"Skamania County, Washington",53059,Washington
2985,"Snohomish County, Washington",53061,Washington
2986,"Spokane County, Washington",53063,Washington
2987,"Stevens County, Washington",53065,Washington
2988,"Thurston County, Washington",53067,Washington
2989,"Wahkiakum County, Washington",53069,Washington
2990,"Walla Walla County, Washington",53071,Washington
2991,"Whatcom County, Washington",53073,Washington
2992,"Whitman County, Washington",53075,Washington
2993,"Yakima County, Washington",53077,Washington
2994,"Barbour County, West Virginia",54001,West Virginia
2995,"Berkeley County, West Virginia",54003,West Virginia
2996,"Boone County, West Virginia",54005,West Virginia
2997,"Braxton County, West Virginia",54007,West Virginia
2998,"Brooke County, West Virginia",54009,West Virginia
2999,"Cabell County, West Virginia",54011,West Virginia
3000,"Calhoun County, West Virginia",54013,West Virginia
3001,"Clay County, West Virginia",54015,West Virginia
3002,"Doddridge County, West Virginia",54017,West Virginia
3003,"Fayette County, West Virginia",54019,West Virginia
3004,"Gilmer County, West Virginia",54021,West Virginia
3005,"Grant County, West Virginia",54023,West Virginia
3006,"Greenbrier County, West Virginia",54025,West Virginia
3007,"Hampshire County, West Virginia",54027,West Virginia
3008,"Hancock County, West Virginia",54029,West Virginia
3009,"Hardy County, West Virginia",54031,West Virginia
3010,"Harrison County, West Virginia",54033,West Virginia
3011,"Jackson County, West Virginia",54035,West Virginia
3012,"Jefferson County, West Virginia",54037,West Virginia
3013,"Kanawha County, West Virginia",54039,West Virginia
3014,"Lewis County, West Virginia",54041,West Virginia
3015,"Lincoln County, West Virginia",54043,West Virginia
3016,"Logan County, West Virginia",54045,West Virginia
3017,"McDowell County, West Virginia",54047,West Virginia
3018,"Marion County, West Virginia",54049,West Virginia
3019,"Marshall County, West Virginia",54051,West Virginia
3020,"Mason County, West Virginia",54053,West Virginia
3021,"Mercer County, West Virginia",54055,West Virginia
3022,"Mineral County, West Virginia",54057,West Virginia
3023,"Mingo County, West Virginia",54059,West Virginia
3024,"Monongalia County, West Virginia",54061,West Virginia
3025,"Monroe County, West Virginia",54063,West Virginia
3026,"Morgan County, West Virginia",54065,West Virginia
3027,"Nicholas County, West Virginia",54067,West Virginia
3028,"Ohio County, West Virginia",54069,West Virginia
3029,"Pendleton County, West Virginia",54071,West Virginia
3030,"Pleasants County, West Virginia",54073,West Virginia
3031,"Pocahontas County, West Virginia",54075,West Virginia
3032,"Preston County, West Virginia",54077,West Virginia
3033,"Putnam County, West Virginia",54079,West Virginia
3034,"Raleigh County, West Virginia",54081,West Virginia
3035,"Randolph County, West Virginia",54083,West Virginia
3036,"Ritchie County, West Virginia",54085,West Virginia
3037,"Roane County, West Virginia",54087,West Virginia
3038,"Summers County, West Virginia",54089,West Virginia
3039,"Taylor County, West Virginia",54091,West Virginia
3040,"Tucker County, West Virginia",54093,West Virginia
3041,"Tyler County, West Virginia",54095,West Virginia
3042,"Upshur County, West Virginia",54097,West Virginia
3043,"Wayne County, West Virginia",54099,West Virginia
3044,"Webster County, West Virginia",54101,West Virginia
3045,"Wetzel County, West Virginia",54103,West Virginia
3046,"Wirt County, West Virginia",54105,West Virginia
3047,"Wood County, West Virginia",54107,West Virginia
3048,"Wyoming County, West Virginia",54109,West Virginia
3049,"Adams County, Wisconsin",55001,Wisconsin
3050,"Ashland County, Wisconsin",55003,Wisconsin
3051,"Barron County, Wisconsin",55005,Wisconsin
3052,"Bayfield County, Wisconsin",55007,Wisconsin
3053,"Brown County, Wisconsin",55009,Wisconsin
3054,"Buffalo County, Wisconsin",55011,Wisconsin
3055,"Burnett County, Wisconsin",55013,Wisconsin
3056,"Calumet County, Wisconsin",55015,Wisconsin
3057,"Chippewa County, Wisconsin",55017,Wisconsin
3058,"Clark County, Wisconsin",55019,Wisconsin
3059,"Columbia County, Wisconsin",55021,Wisconsin
3060,"Crawford County, Wisconsin",55023,Wisconsin
3061,"Dane County, Wisconsin",55025,Wisconsin
3062,"Dodge County, Wisconsin",55027,Wisconsin
3063,"Door County, Wisconsin",55029,Wisconsin
3064,"Douglas County, Wisconsin",55031,Wisconsin
3065,"Dunn County, Wisconsin",55033,Wisconsin
3066,"Eau Claire County, Wisconsin",55035,Wisconsin
3067,"Florence County, Wisconsin",55037,Wisconsin
3068,"Fond du Lac County, Wisconsin",55039,Wisconsin
3069,"Forest County, Wisconsin",55041,Wisconsin
3070,"Grant County, Wisconsin",55043,Wisconsin
3071,"Green County, Wisconsin",55045,Wisconsin
3072,"Green Lake County, Wisconsin",55047,Wisconsin
3073,"Iowa County, Wisconsin",55049,Wisconsin
3074,"Iron County, Wisconsin",55051,Wisconsin
3075,"Jackson County, Wisconsin",55053,Wisconsin
3076,"Jefferson County, Wisconsin",55055,Wisconsin
3077,"Juneau County, Wisconsin",55057,Wisconsin
3078,"Kenosha County, Wisconsin",55059,Wisconsin
3079,"Kewaunee County, Wisconsin",55061,Wisconsin
3080,"La Crosse County, Wisconsin",55063,Wisconsin
3081,"Lafayette County, Wisconsin",55065,Wisconsin
3082,"Langlade County, Wisconsin",55067,Wisconsin
3083,"Lincoln County, Wisconsin",55069,Wisconsin
3084,"Manitowoc County, Wisconsin",55071,Wisconsin
3085,"Marathon County, Wisconsin",55073,Wisconsin
3086,"Marinette County, Wisconsin",55075,Wisconsin
3087,"Marquette County, Wisconsin",55077,Wisconsin
3088,"Menominee County, Wisconsin",55078,Wisconsin
3089,"Milwaukee County, Wisconsin",55079,Wisconsin
3090,"Monroe County, Wisconsin",55081,Wisconsin
3091,"Oconto County, Wisconsin",55083,Wisconsin
3092,"Oneida County, Wisconsin",55085,Wisconsin
3093,"Outagamie County, Wisconsin",55087,Wisconsin
3094,"Ozaukee County, Wisconsin",55089,Wisconsin
3095,"Pepin County, Wisconsin",55091,Wisconsin
3096,"Pierce County, Wisconsin",55093,Wisconsin
3097,"Polk County, Wisconsin",55095,Wisconsin
3098,"Portage County, Wisconsin",55097,Wisconsin
3099,"Price County, Wisconsin",55099,Wisconsin
3100,"Racine County, Wisconsin",55101,Wisconsin
3101,"Richland County, Wisconsin",55103,Wisconsin
3102,"Rock County, Wisconsin",55105,Wisconsin
3103,"Rusk County, Wisconsin",55107,Wisconsin
3104,"St. Croix County, Wisconsin",55109,Wisconsin
3105,"Sauk County, Wisconsin",55111,Wisconsin
3106,"Sawyer County, Wisconsin",55113,Wisconsin
3107,"Shawano County, Wisconsin",55115,Wisconsin
3108,"Sheboygan County, Wisconsin",55117,Wisconsin
3109,"Taylor County, Wisconsin",55119,Wisconsin
3110,"Trempealeau County, Wisconsin",55121,Wisconsin
3111,"Vernon County, Wisconsin",55123,Wisconsin
3112,"Vilas County, Wisconsin",55125,Wisconsin
3113,"Walworth County, Wisconsin",55127,Wisconsin
3114,"Washburn County, Wisconsin",55129,Wisconsin
3115,"Washington County, Wisconsin",55131,Wisconsin
3116,"Waukesha County, Wisconsin",55133,Wisconsin
3117,"Waupaca County, Wisconsin",55135,Wisconsin
3118,"Waushara County, Wisconsin",55137,Wisconsin
3119,"Winnebago County, Wisconsin",55139,Wisconsin
3120,"Wood County, Wisconsin",55141,Wisconsin
3121,"Albany County, Wyoming",56001,Wyoming
3122,"Big Horn County, Wyoming",56003,Wyoming
3123,"Campbell County, Wyoming",56005,Wyoming
3124,"Carbon County, Wyoming",56007,Wyoming
3125,"Converse County, Wyoming",56009,Wyoming
3126,"Crook County, Wyoming",56011,Wyoming
3127,"Fremont County, Wyoming",56013,Wyoming
3128,"Goshen County, Wyoming",56015,Wyoming
3129,"Hot Springs County, Wyoming",56017,Wyoming
3130,"Johnson County, Wyoming",56019,Wyoming
3131,"Laramie County, Wyoming",56021,Wyoming
3132,"Lincoln County, Wyoming",56023,Wyoming
3133,"Natrona County, Wyoming",56025,Wyoming
3134,"Niobrara County, Wyoming",56027,Wyoming
3135,"Park County, Wyoming",56029,Wyoming
3136,"Platte County, Wyoming",56031,Wyoming
3137,"Sheridan County, Wyoming",56033,Wyoming
3138,"Sublette County, Wyoming",56035,Wyoming
3139,"Sweetwater County, Wyoming",56037,Wyoming
3140,"Teton County, Wyoming",56039,Wyoming
3141,"Uinta County, Wyoming",56041,Wyoming
3142,"Washakie County, Wyoming",56043,Wyoming
3143,"Weston County, Wyoming",56045,Wyoming
3144,"Adjuntas Municipio, Puerto Rico",72001,Puerto Rico
3145,"Aguada Municipio, Puerto Rico",72003,Puerto Rico
3146,"Aguadilla Municipio, Puerto Rico",72005,Puerto Rico
3147,"Aguas Buenas Municipio, Puerto Rico",72007,Puerto Rico
3148,"Aibonito Municipio, Puerto Rico",72009,Puerto Rico
3149,"Añasco Municipio, Puerto Rico",72011,Puerto Rico
3150,"Arecibo Municipio, Puerto Rico",72013,Puerto Rico
3151,"Arroyo Municipio, Puerto Rico",72015,Puerto Rico
3152,"Barceloneta Municipio, Puerto Rico",72017,Puerto Rico
3153,"Barranquitas Municipio, Puerto Rico",72019,Puerto Rico
3154,"Bayamón Municipio, Puerto Rico",72021,Puerto Rico
3155,"Cabo Rojo Municipio, Puerto Rico",72023,Puerto Rico
3156,"Caguas Municipio, Puerto Rico",72025,Puerto Rico
3157,"Camuy Municipio, Puerto Rico",72027,Puerto Rico
3158,"Canóvanas Municipio, Puerto Rico",72029,Puerto Rico
3159,"Carolina Municipio, Puerto Rico",72031,Puerto Rico
3160,"Cataño Municipio, Puerto Rico",72033,Puerto Rico
3161,"Cayey Municipio, Puerto Rico",72035,Puerto Rico
3162,"Ceiba Municipio, Puerto Rico",72037,Puerto Rico
3163,"Ciales Municipio, Puerto Rico",72039,Puerto Rico
3164,"Cidra Municipio, Puerto Rico",72041,Puerto Rico
3165,"Coamo Municipio, Puerto Rico",72043,Puerto Rico
3166,"Comerío Municipio, Puerto Rico",72045,Puerto Rico
3167,"Corozal Municipio, Puerto Rico",72047,Puerto Rico
3168,"Culebra Municipio, Puerto Rico",72049,Puerto Rico
3169,"Dorado Municipio, Puerto Rico",72051,Puerto Rico
3170,"Fajardo Municipio, Puerto Rico",72053,Puerto Rico
3171,"Florida Municipio, Puerto Rico",72054,Puerto Rico
3172,"Guánica Municipio, Puerto Rico",72055,Puerto Rico
3173,"Guayama Municipio, Puerto Rico",72057,Puerto Rico
3174,"Guayanilla Municipio, Puerto Rico",72059,Puerto Rico
3175,"Guaynabo Municipio, Puerto Rico",72061,Puerto Rico
3176,"Gurabo Municipio, Puerto Rico",72063,Puerto Rico
3177,"Hatillo Municipio, Puerto Rico",72065,Puerto Rico
3178,"Hormigueros Municipio, Puerto Rico",72067,Puerto Rico
3179,"Humacao Municipio, Puerto Rico",72069,Puerto Rico
3180,"Isabela Municipio, Puerto Rico",72071,Puerto Rico
3181,"Jayuya Municipio, Puerto Rico",72073,Puerto Rico
3182,"Juana Díaz Municipio, Puerto Rico",72075,Puerto Rico
3183,"Juncos Municipio, Puerto Rico",72077,Puerto Rico
3184,"Lajas Municipio, Puerto Rico",72079,Puerto Rico
3185,"Lares Municipio, Puerto Rico",72081,Puerto Rico
3186,"Las Marías Municipio, Puerto Rico",72083,Puerto Rico
3187,"Las Piedras Municipio, Puerto Rico",72085,Puerto Rico
3188,"Loíza Municipio, Puerto Rico",72087,Puerto Rico
3189,"Luquillo Municipio, Puerto Rico",72089,Puerto Rico
3190,"Manatí Municipio, Puerto Rico",72091,Puerto Rico
3191,"Maricao Municipio, Puerto Rico",72093,Puerto Rico
3192,"Maunabo Municipio, Puerto Rico",72095,Puerto Rico
3193,"Mayagüez Municipio, Puerto Rico",72097,Puerto Rico
3194,"Moca Municipio, Puerto Rico",72099,Puerto Rico
3195,"Morovis Municipio, Puerto Rico",72101,Puerto Rico
3196,"Naguabo Municipio, Puerto Rico",72103,Puerto Rico
3197,"Naranjito Municipio, Puerto Rico",72105,Puerto Rico
3198,"Orocovis Municipio, Puerto Rico",72107,Puerto Rico
3199,"Patillas Municipio, Puerto Rico",72109,Puerto Rico
3200,"Peñuelas Municipio, Puerto Rico",72111,Puerto Rico
3201,"Ponce Municipio, Puerto Rico",72113,Puerto Rico
3202,"Quebradillas Municipio, Puerto Rico",72115,Puerto Rico
3203,"Rincón Municipio, Puerto Rico",72117,Puerto Rico
3204,"Río Grande Municipio, Puerto Rico",72119,Puerto Rico
3205,"Sabana Grande Municipio, Puerto Rico",72121,Puerto Rico
3206,"Salinas Municipio, Puerto Rico",72123,Puerto Rico
3207,"San Germán Municipio, Puerto Rico",72125,Puerto Rico
3208,"San Juan Municipio, Puerto Rico",72127,Puerto Rico
3209,"San Lorenzo Municipio, Puerto Rico",72129,Puerto Rico
3210,"San Sebastián Municipio, Puerto Rico",72131,Puerto Rico
3211,"Santa Isabel Municipio, Puerto Rico",72133,Puerto Rico
3212,"Toa Alta Municipio, Puerto Rico",72135,Puerto Rico
3213,"Toa Baja Municipio, Puerto Rico",72137,Puerto Rico
3214,"Trujillo Alto Municipio, Puerto Rico",72139,Puerto Rico
3215,"Utuado Municipio, Puerto Rico",72141,Puerto Rico
3216,"Vega Alta Municipio, Puerto Rico",72143,Puerto Rico
3217,"Vega Baja Municipio, Puerto Rico",72145,Puerto Rico
3218,"Vieques Municipio, Puerto Rico",72147,Puerto Rico
3219,"Villalba Municipio, Puerto Rico",72149,Puerto Rico
3220,"Yabucoa Municipio, Puerto Rico",72151,Puerto Rico
3221,"Yauco Municipio, Puerto Rico",72153,Puerto Rico
