,county,fips,state
637,"Jefferson County, Illinois",17081,Illinois
638,"Jersey County, Illinois",17083,Illinois
639,"Jo Daviess County, Illinois",17085,Illinois
640,"Johnson County, Illinois",17087,Illinois
641,"Kane County, Illinois",17089,Illinois
642,"Kankakee County, Illinois",17091,Illinois
643,"Kendall County, Illinois",17093,Illinois
644,"Knox County, Illinois",17095,Illinois
645,"Lake County, Illinois",17097,Illinois
646,"LaSalle County, Illinois",17099,Illinois
647,"Lawrence County, Illinois",17101,Illinois
648,"Lee County, Illinois",17103,Illinois
649,"Livingston County, Illinois",17105,Illinois
650,"Logan County, Illinois",17107,Illinois
651,"McDonough County, Illinois",17109,Illinois
652,"McHenry County, Illinois",17111,Illinois
653,"McLean County, Illinois",17113,Illinois
654,"Macon County, Illinois",17115,Illinois
655,"Macoupin County, Illinois",17117,Illinois
656,"Madison County, Illinois",17119,Illinois
657,"Marion County, Illinois",17121,Illinois
658,"Marshall County, Illinois",17123,Illinois
659,"Mason County, Illinois",17125,Illinois
660,"Massac County, Illinois",17127,Illinois
661,"Menard County, Illinois",17129,Illinois
662,"Mercer County, Illinois",17131,Illinois
663,"Monroe County, Illinois",17133,Illinois
664,"Montgomery County, Illinois",17135,Illinois
665,"Morgan County, Illinois",17137,Illinois
666,"Moultrie County, Illinois",17139,Illinois
667,"Ogle County, Illinois",17141,Illinois
668,"Peoria County, Illinois",17143,Illinois
669,"Perry County, Illinois",17145,Illinois
670,"Piatt County, Illinois",17147,Illinois
671,"Pike County, Illinois",17149,Illinois
672,"Pope County, Illinois",17151,Illinois
673,"Pulaski County, Illinois",17153,Illinois
674,"Putnam County, Illinois",17155,Illinois
675,"Randolph County, Illinois",17157,Illinois
676,"Richland County, Illinois",17159,Illinois
677,"Rock Island County, Illinois",17161,Illinois
678,"St. Clair County, Illinois",17163,Illinois
679,"Saline County, Illinois",17165,Illinois
680,"Sangamon County, Illinois",17167,Illinois
681,"Schuyler County, Illinois",17169,Illinois
682,"Scott County, Illinois",17171,Illinois
683,"Shelby County, Illinois",17173,Illinois
684,"Stark County, Illinois",17175,Illinois
685,"Stephenson County, Illinois",17177,Illinois
686,"Tazewell County, Illinois",17179,Illinois
687,"Union County, Illinois",17181,Illinois
688,"Vermilion County, Illinois",17183,Illinois
689,"Wabash County, Illinois",17185,Illinois
690,"Warren County, Illinois",17187,Illinois
691,"Washington County, Illinois",17189,Illinois
692,"Wayne County, Illinois",17191,Illinois
693,"White County, Illinois",17193,Illinois
694,"Whiteside County, Illinois",17195,Illinois
695,"Will County, Illinois",17197,Illinois
696,"Williamson County, Illinois",17199,Illinois
697,"Winnebago County, Illinois",17201,Illinois
698,"Woodford County, Illinois",17203,Illinois
699,"Adams County, Indiana",18001,Indiana
700,"Allen County, Indiana",18003,Indiana
701,"Bartholomew County, Indiana",18005,Indiana
702,"Benton County, Indiana",18007,Indiana
703,"Blackford County, Indiana",18009,Indiana
704,"Boone County, Indiana",18011,Indiana
705,"Brown County, Indiana",18013,Indiana
706,"Carroll County, Indiana",18015,Indiana
707,"Cass County, Indiana",18017,Indiana
708,"Clark County, Indiana",18019,Indiana
709,"Clay County, Indiana",18021,Indiana
710,"Clinton County, Indiana",18023,Indiana
711,"Crawford County, Indiana",18025,Indiana
712,"Daviess County, Indiana",18027,Indiana
713,"Dearborn County, Indiana",18029,Indiana
714,"Decatur County, Indiana",18031,Indiana
715,"DeKalb County, Indiana",18033,Indiana
716,"Delaware County, Indiana",18035,Indiana
717,"Dubois County, Indiana",18037,Indiana
718,"Elkhart County, Indiana",18039,Indiana
719,"Fayette County, Indiana",18041,Indiana
720,"Floyd County, Indiana",18043,Indiana
721,"Fountain County, Indiana",18045,Indiana
722,"Franklin County, Indiana",18047,Indiana
723,"Fulton County, Indiana",18049,Indiana
724,"Gibson County, Indiana",18051,Indiana
725,"Grant County, Indiana",18053,Indiana
726,"Greene County, Indiana",18055,Indiana
727,"Hamilton County, Indiana",18057,Indiana
728,"Hancock County, Indiana",18059,Indiana
729,"Harrison County, Indiana",18061,Indiana
730,"Hendricks County, Indiana",18063,Indiana
731,"Henry County, Indiana",18065,Indiana
732,"Howard County, Indiana",18067,Indiana
733,"Huntington County, Indiana",18069,Indiana
734,"Jackson County, Indiana",18071,Indiana
735,"Jasper County, Indiana",18073,Indiana
736,"Jay County, Indiana",18075,Indiana
737,"Jefferson County, Indiana",18077,Indiana
738,"Jennings County, Indiana",18079,Indiana
739,"Johnson County, Indiana",18081,Indiana
740,"Knox County, Indiana",18083,Indiana
741,"Kosciusko County, Indiana",18085,Indiana
742,"LaGrange County, Indiana",18087,Indiana
743,"Lake County, Indiana",18089,Indiana
744,"LaPorte County, Indiana",18091,Indiana
745,"Lawrence County, Indiana",18093,Indiana
746,"Madison County, Indiana",18095,Indiana
747,"Marion County, Indiana",18097,Indiana
748,"Marshall County, Indiana",18099,Indiana
749,"Martin County, Indiana",18101,Indiana
750,"Miami County, Indiana",18103,Indiana
751,"Monroe County, Indiana",18105,Indiana
752,"Montgomery County, Indiana",18107,Indiana
753,"Morgan County, Indiana",18109,Indiana
754,"Newton County, Indiana",18111,Indiana
755,"Noble County, Indiana",18113,Indiana
756,"Ohio County, Indiana",18115,Indiana
757,"Orange County, Indiana",18117,Indiana
758,"Owen County, Indiana",18119,Indiana
759,"Parke County, Indiana",18121,Indiana
760,"Perry County, Indiana",18123,Indiana
761,"Pike County, Indiana",18125,Indiana
762,"Porter County, Indiana",18127,Indiana
763,"Posey County, Indiana",18129,Indiana
764,"Pulaski County, Indiana",18131,Indiana
765,"Putnam County, Indiana",18133,Indiana
766,"Randolph County, Indiana",18135,Indiana
767,"Ripley County, Indiana",18137,Indiana
768,"Rush County, Indiana",18139,Indiana
769,"St. Joseph County, Indiana",18141,Indiana
770,"Scott County, Indiana",18143,Indiana
771,"Shelby County, Indiana",18145,Indiana
772,"Spencer County, Indiana",18147,Indiana
773,"Starke County, Indiana",18149,Indiana
774,"Steuben County, Indiana",18151,Indiana
775,"Sullivan County, Indiana",18153,Indiana
776,"Switzerland County, Indiana",18155,Indiana
777,"Tippecanoe County, Indiana",18157,Indiana
778,"Tipton County, Indiana",18159,Indiana
779,"Union County, Indiana",18161,Indiana
780,"Vanderburgh County, Indiana",18163,Indiana
781,"Vermillion County, Indiana",18165,Indiana
782,"Vigo County, Indiana",18167,Indiana
783,"Wabash County, Indiana",18169,Indiana
784,"Warren County, Indiana",18171,Indiana
785,"Warrick County, Indiana",18173,Indiana
786,"Washington County, Indiana",18175,Indiana
787,"Wayne County, Indiana",18177,Indiana
788,"Wells County, Indiana",18179,Indiana
789,"White County, Indiana",18181,Indiana
790,"Whitley County, Indiana",18183,Indiana
791,"Adair County, Iowa",19001,Iowa
792,"Adams County, Iowa",19003,Iowa
793,"Allamakee County, Iowa",19005,Iowa
794,"Appanoose County, Iowa",19007,Iowa
795,"Audubon County, Iowa",19009,Iowa
796,"Benton County, Iowa",19011,Iowa
797,"Black Hawk County, Iowa",19013,Iowa
798,"Boone County, Iowa",19015,Iowa
799,"Bremer County, Iowa",19017,Iowa
800,"Buchanan County, Iowa",19019,Iowa
801,"Buena Vista County, Iowa",19021,Iowa
802,"Butler County, Iowa",19023,Iowa
803,"Calhoun County, Iowa",19025,Iowa
804,"Carroll County, Iowa",19027,Iowa
805,"Cass County, Iowa",19029,Iowa
806,"Cedar County, Iowa",19031,Iowa
807,"Cerro Gordo County, Iowa",19033,Iowa
808,"Cherokee County, Iowa",19035,Iowa
809,"Chickasaw County, Iowa",19037,Iowa
810,"Clarke County, Iowa",19039,Iowa
811,"Clay County, Iowa",19041,Iowa
812,"Clayton County, Iowa",19043,Iowa
813,"Clinton County, Iowa",19045,Iowa
814,"Crawford County, Iowa",19047,Iowa
815,"Dallas County, Iowa",19049,Iowa
816,"Davis County, Iowa",19051,Iowa
817,"Decatur County, Iowa",19053,Iowa
818,"Delaware County, Iowa",19055,Iowa
819,"Des Moines County, Iowa",19057,Iowa
820,"Dickinson County, Iowa",19059,Iowa
821,"Dubuque County, Iowa",19061,Iowa
822,"Emmet County, Iowa",19063,Iowa
823,"Fayette County, Iowa",19065,Iowa
824,"Floyd County, Iowa",19067,Iowa
825,"Franklin County, Iowa",19069,Iowa
826,"Fremont County, Iowa",19071,Iowa
827,"Greene County, Iowa",19073,Iowa
828,"Grundy County, Iowa",19075,Iowa
829,"Guthrie County, Iowa",19077,Iowa
830,"Hamilton County, Iowa",19079,Iowa
831,"Hancock County, Iowa",19081,Iowa
832,"Hardin County, Iowa",19083,Iowa
833,"Harrison County, Iowa",19085,Iowa
834,"Henry County, Iowa",19087,Iowa
835,"Howard County, Iowa",19089,Iowa
836,"Humboldt County, Iowa",19091,Iowa
837,"Ida County, Iowa",19093,Iowa
838,"Iowa County, Iowa",19095,Iowa
839,"Jackson County, Iowa",19097,Iowa
840,"Jasper County, Iowa",19099,Iowa
841,"Jefferson County, Iowa",19101,Iowa
842,"Johnson County, Iowa",19103,Iowa
843,"Jones County, Iowa",19105,Iowa
844,"Keokuk County, Iowa",19107,Iowa
845,"Kossuth County, Iowa",19109,Iowa
846,"Lee County, Iowa",19111,Iowa
847,"Linn County, Iowa",19113,Iowa
848,"Louisa County, Iowa",19115,Iowa
849,"Lucas County, Iowa",19117,Iowa
850,"Lyon County, Iowa",19119,Iowa
851,"Madison County, Iowa",19121,Iowa
852,"Mahaska County, Iowa",19123,Iowa
853,"Marion County, Iowa",19125,Iowa
854,"Marshall County, Iowa",19127,Iowa
855,"Mills County, Iowa",19129,Iowa
856,"Mitchell County, Iowa",19131,Iowa
857,"Monona County, Iowa",19133,Iowa
858,"Monroe County, Iowa",19135,Iowa
859,"Montgomery County, Iowa",19137,Iowa
860,"Muscatine County, Iowa",19139,Iowa
861,"O'Brien County, Iowa",19141,Iowa
862,"Osceola County, Iowa",19143,Iowa
863,"Page County, Iowa",19145,Iowa
864,"Palo Alto County, Iowa",19147,Iowa
865,"Plymouth County, Iowa",19149,Iowa
866,"Pocahontas County, Iowa",19151,Iowa
867,"Polk County, Iowa",19153,Iowa
868,"Pottawattamie County, Iowa",19155,Iowa
869,"Poweshiek County, Iowa",19157,Iowa
870,"Ringgold County, Iowa",19159,Iowa
871,"Sac County, Iowa",19161,Iowa
872,"Scott County, Iowa",19163,Iowa
873,"Shelby County, Iowa",19165,Iowa
874,"Sioux County, Iowa",19167,Iowa
875,"Story County, Iowa",19169,Iowa
876,"Tama County, Iowa",19171,Iowa
877,"Taylor County, Iowa",19173,Iowa
878,"Union County, Iowa",19175,Iowa
879,"Van Buren County, Iowa",19177,Iowa
880,"Wapello County, Iowa",19179,Iowa
881,"Warren County, Iowa",19181,Iowa
882,"Washington County, Iowa",19183,Iowa
883,"Wayne County, Iowa",19185,Iowa
884,"Webster County, Iowa",19187,Iowa
885,"Winnebago County, Iowa",19189,Iowa
886,"Winneshiek County, Iowa",19191,Iowa
887,"Woodbury County, Iowa",19193,Iowa
888,"Worth County, Iowa",19195,Iowa
889,"Wright County, Iowa",19197,Iowa
890,"Allen County, Kansas",20001,Kansas
891,"Anderson County, Kansas",20003,Kansas
892,"Atchison County, Kansas",20005,Kansas
893,"Barber County, Kansas",20007,Kansas
894,"Barton County, Kansas",20009,Kansas
895,"Bourbon County, Kansas",20011,Kansas
896,"Brown County, Kansas",20013,Kansas
897,"Butler County, Kansas",20015,Kansas
898,"Chase County, Kansas",20017,Kansas
899,"Chautauqua County, Kansas",20019,Kansas
900,"Cherokee County, Kansas",20021,Kansas
901,"Cheyenne County, Kansas",20023,Kansas
902,"Clark County, Kansas",20025,Kansas
903,"Clay County, Kansas",20027,Kansas
904,"Cloud County, Kansas",20029,Kansas
905,"Coffey County, Kansas",20031,Kansas
906,"Comanche County, Kansas",20033,Kansas
907,"Cowley County, Kansas",20035,Kansas
908,"Crawford County, Kansas",20037,Kansas
909,"Decatur County, Kansas",20039,Kansas
910,"Dickinson County, Kansas",20041,Kansas
911,"Doniphan County, Kansas",20043,Kansas
912,"Douglas County, Kansas",20045,Kansas
913,"Edwards County, Kansas",20047,Kansas
914,"Elk County, Kansas",20049,Kansas
915,"Ellis County, Kansas",20051,Kansas
916,"Ellsworth County, Kansas",20053,Kansas
917,"Finney County, Kansas",20055,Kansas
918,"Ford County, Kansas",20057,Kansas
919,"Franklin County, Kansas",20059,Kansas
920,"Geary County, Kansas",20061,Kansas
921,"Gove County, Kansas",20063,Kansas
922,"Graham County, Kansas",20065,Kansas
923,"Grant County, Kansas",20067,Kansas
924,"Gray County, Kansas",20069,Kansas
925,"Greeley County, Kansas",20071,Kansas
926,"Greenwood County, Kansas",20073,Kansas
927,"Hamilton County, Kansas",20075,Kansas
928,"Harper County, Kansas",20077,Kansas
929,"Harvey County, Kansas",20079,Kansas
930,"Haskell County, Kansas",20081,Kansas
931,"Hodgeman County, Kansas",20083,Kansas
932,"Jackson County, Kansas",20085,Kansas
933,"Jefferson County, Kansas",20087,Kansas
934,"Jewell County, Kansas",20089,Kansas
935,"Johnson County, Kansas",20091,Kansas
936,"Kearny County, Kansas",20093,Kansas
937,"Kingman County, Kansas",20095,Kansas
938,"Kiowa County, Kansas",20097,Kansas
939,"Labette County, Kansas",20099,Kansas
940,"Lane County, Kansas",20101,Kansas
941,"Leavenworth County, Kansas",20103,Kansas
942,"Lincoln County, Kansas",20105,Kansas
943,"Linn County, Kansas",20107,Kansas
944,"Logan County, Kansas",20109,Kansas
945,"Lyon County, Kansas",20111,Kansas
946,"McPherson County, Kansas",20113,Kansas
947,"Marion County, Kansas",20115,Kansas
948,"Marshall County, Kansas",20117,Kansas
949,"Meade County, Kansas",20119,Kansas
950,"Miami County, Kansas",20121,Kansas
951,"Mitchell County, Kansas",20123,Kansas
952,"Montgomery County, Kansas",20125,Kansas
953,"Morris County, Kansas",20127,Kansas
954,"Morton County, Kansas",20129,Kansas
955,"Nemaha County, Kansas",20131,Kansas
956,"Neosho County, Kansas",20133,Kansas
957,"Ness County, Kansas",20135,Kansas
958,"Norton County, Kansas",20137,Kansas
959,"Osage County, Kansas",20139,Kansas
960,"Osborne County, Kansas",20141,Kansas
961,"Ottawa County, Kansas",20143,Kansas
962,"Pawnee County, Kansas",20145,Kansas
963,"Phillips County, Kansas",20147,Kansas
964,"Pottawatomie County, Kansas",20149,Kansas
965,"Pratt County, Kansas",20151,Kansas
966,"Rawlins County, Kansas",20153,Kansas
967,"Reno County, Kansas",20155,Kansas
968,"Republic County, Kansas",20157,Kansas
969,"Rice County, Kansas",20159,Kansas
970,"Riley County, Kansas",20161,Kansas
971,"Rooks County, Kansas",20163,Kansas
972,"Rush County, Kansas",20165,Kansas
973,"Russell County, Kansas",20167,Kansas
974,"Saline County, Kansas",20169,Kansas
975,"Scott County, Kansas",20171,Kansas
976,"Sedgwick County, Kansas",20173,Kansas
977,"Seward County, Kansas",20175,Kansas
978,"Shawnee County, Kansas",20177,Kansas
979,"Sheridan County, Kansas",20179,Kansas
980,"Sherman County, Kansas",20181,Kansas
981,"Smith County, Kansas",20183,Kansas
982,"Stafford County, Kansas",20185,Kansas
983,"Stanton County, Kansas",20187,Kansas
984,"Stevens County, Kansas",20189,Kansas
985,"Sumner County, Kansas",20191,Kansas
986,"Thomas County, Kansas",20193,Kansas
987,"Trego County, Kansas",20195,Kansas
988,"Wabaunsee County, Kansas",20197,Kansas
989,"Wallace County, Kansas",20199,Kansas
990,"Washington County, Kansas",20201,Kansas
991,"Wichita County, Kansas",20203,Kansas
992,"Wilson County, Kansas",20205,Kansas
993,"Woodson County, Kansas",20207,Kansas
994,"Wyandotte County, Kansas",20209,Kansas
995,"Adair County, Kentucky",21001,Kentucky
996,"Allen County, Kentucky",21003,Kentucky
997,"Anderson County, Kentucky",21005,Kentucky
998,"Ballard County, Kentucky",21007,Kentucky
999,"Barren County, Kentucky",21009,Kentucky
1000,"Bath County, Kentucky",21011,Kentucky
1001,"Bell County, Kentucky",21013,Kentucky
1002,"Boone County, Kentucky",21015,Kentucky
1003,"Bourbon County, Kentucky",21017,Kentucky
1004,"Boyd County, Kentucky",21019,Kentucky
1005,"Boyle County, Kentucky",21021,Kentucky
1006,"Bracken County, Kentucky",21023,Kentucky
1007,"Breathitt County, Kentucky",21025,Kentucky
1008,"Breckinridge County, Kentucky",21027,Kentucky
1009,"Bullitt County, Kentucky",21029,Kentucky
1010,"Butler County, Kentucky",21031,Kentucky
1011,"Caldwell County, Kentucky",21033,Kentucky
1012,"Calloway County, Kentucky",21035,Kentucky
1013,"Campbell County, Kentucky",21037,Kentucky
1014,"Carlisle County, Kentucky",21039,Kentucky
1015,"Carroll County, Kentucky",21041,Kentucky
1016,"Carter County, Kentucky",21043,Kentucky
1017,"Casey County, Kentucky",21045,Kentucky
1018,"Christian County, Kentucky",21047,Kentucky
1019,"Clark County, Kentucky",21049,Kentucky
1020,"Clay County, Kentucky",21051,Kentucky
1021,"Clinton County, Kentucky",21053,Kentucky
1022,"Crittenden County, Kentucky",21055,Kentucky
1023,"Cumberland County, Kentucky",21057,Kentucky
1024,"Daviess County, Kentucky",21059,Kentucky
1025,"Edmonson County, Kentucky",21061,Kentucky
1026,"Elliott County, Kentucky",21063,Kentucky
1027,"Estill County, Kentucky",21065,Kentucky
1028,"Fayette County, Kentucky",21067,Kentucky
1029,"Fleming County, Kentucky",21069,Kentucky
1030,"Floyd County, Kentucky",21071,Kentucky
1031,"Franklin County, Kentucky",21073,Kentucky
1032,"Fulton County, Kentucky",21075,Kentucky
1033,"Gallatin County, Kentucky",21077,Kentucky
1034,"Garrard County, Kentucky",21079,Kentucky
1035,"Grant County, Kentucky",21081,Kentucky
1036,"Graves County, Kentucky",21083,Kentucky
1037,"Grayson County, Kentucky",21085,Kentucky
1038,"Green County, Kentucky",21087,Kentucky
1039,"Greenup County, Kentucky",21089,Kentucky
1040,"Hancock County, Kentucky",21091,Kentucky
1041,"Hardin County, Kentucky",21093,Kentucky
1042,"Harlan County, Kentucky",21095,Kentucky
1043,"Harrison County, Kentucky",21097,Kentucky
1044,"Hart County, Kentucky",21099,Kentucky
1045,"Henderson County, Kentucky",21101,Kentucky
1046,"Henry County, Kentucky",21103,Kentucky
1047,"Hickman County, Kentucky",21105,Kentucky
1048,"Hopkins County, Kentucky",21107,Kentucky
1049,"Jackson County, Kentucky",21109,Kentucky
1050,"Jefferson County, Kentucky",21111,Kentucky
1051,"Jessamine County, Kentucky",21113,Kentucky
1052,"Johnson County, Kentucky",21115,Kentucky
1053,"Kenton County, Kentucky",21117,Kentucky
1054,"Knott County, Kentucky",21119,Kentucky
1055,"Knox County, Kentucky",21121,Kentucky
1056,"Larue County, Kentucky",21123,Kentucky
1057,"Laurel County, Kentucky",21125,Kentucky
1058,"Lawrence County, Kentucky",21127,Kentucky
1059,"Lee County, Kentucky",21129,Kentucky
1060,"Leslie County, Kentucky",21131,Kentucky
1061,"Letcher County, Kentucky",21133,Kentucky
1062,"Lewis County, Kentucky",21135,Kentucky
1063,"Lincoln County, Kentucky",21137,Kentucky
1064,"Livingston County, Kentucky",21139,Kentucky
1065,"Logan County, Kentucky",21141,Kentucky
1066,"Lyon County, Kentucky",21143,Kentucky
1067,"McCracken County, Kentucky",21145,Kentucky
1068,"McCreary County, Kentucky",21147,Kentucky
1069,"McLean County, Kentucky",21149,Kentucky
1070,"Madison County, Kentucky",21151,Kentucky
1071,"Magoffin County, Kentucky",21153,Kentucky
1072,"Marion County, Kentucky",21155,Kentucky
1073,"Marshall County, Kentucky",21157,Kentucky
1074,"Martin County, Kentucky",21159,Kentucky
1075,"Mason County, Kentucky",21161,Kentucky
1076,"Meade County, Kentucky",21163,Kentucky
1077,"Menifee County, Kentucky",21165,Kentucky
1078,"Mercer County, Kentucky",21167,Kentucky
1079,"Metcalfe County, Kentucky",21169,Kentucky
1080,"Monroe County, Kentucky",21171,Kentucky
1081,"Montgomery County, Kentucky",21173,Kentucky
1082,"Morgan County, Kentucky",21175,Kentucky
1083,"Muhlenberg County, Kentucky",21177,Kentucky
1084,"Nelson County, Kentucky",21179,Kentucky
1085,"Nicholas County, Kentucky",21181,Kentucky
1086,"Ohio County, Kentucky",21183,Kentucky
1087,"Oldham County, Kentucky",21185,Kentucky
1088,"Owen County, Kentucky",21187,Kentucky
1089,"Owsley County, Kentucky",21189,Kentucky
1090,"Pendleton County, Kentucky",21191,Kentucky
1091,"Perry County, Kentucky",21193,Kentucky
1092,"Pike County, Kentucky",21195,Kentucky
1093,"Powell County, Kentucky",21197,Kentucky
1094,"Pulaski County, Kentucky",21199,Kentucky
1095,"Robertson County, Kentucky",21201,Kentucky
1096,"Rockcastle County, Kentucky",21203,Kentucky
1097,"Rowan County, Kentucky",21205,Kentucky
1098,"Russell County, Kentucky",21207,Kentucky
1099,"Scott County, Kentucky",21209,Kentucky
1100,"Shelby County, Kentucky",21211,Kentucky
1101,"Simpson County, Kentucky",21213,Kentucky
1102,"Spencer County, Kentucky",21215,Kentucky
1103,"Taylor County, Kentucky",21217,Kentucky
1104,"Todd County, Kentucky",21219,Kentucky
1105,"Trigg County, Kentucky",21221,Kentucky
1106,"Trimble County, Kentucky",21223,Kentucky
1107,"Union County, Kentucky",21225,Kentucky
1108,"Warren County, Kentucky",21227,Kentucky
1109,"Washington County, Kentucky",21229,Kentucky
1110,"Wayne County, Kentucky",21231,Kentucky
1111,"Webster County, Kentucky",21233,Kentucky
1112,"Whitley County, Kentucky",21235,Kentucky
1113,"Wolfe County, Kentucky",21237,Kentucky
1114,"Woodford County, Kentucky",21239,Kentucky
1115,"Acadia Parish, Louisiana",22001,Louisiana
1116,"Allen Parish, Louisiana",22003,Louisiana
1117,"Ascension Parish, Louisiana",22005,Louisiana
1118,"Assumption Parish, Louisiana",22007,Louisiana
1119,"Avoyelles Parish, Louisiana",22009,Louisiana
1120,"Beauregard Parish, Louisiana",22011,Louisiana
1121,"Bienville Parish, Louisiana",22013,Louisiana
1122,"Bossier Parish, Louisiana",22015,Louisiana
1123,"Caddo Parish, Louisiana",22017,Louisiana
1124,"Calcasieu Parish, Louisiana",22019,Louisiana
1125,"Caldwell Parish, Louisiana",22021,Louisiana
1126,"Cameron Parish, Louisiana",22023,Louisiana
1127,"Catahoula Parish, Louisiana",22025,Louisiana
1128,"Claiborne Parish, Louisiana",22027,Louisiana
1129,"Concordia Parish, Louisiana",22029,Louisiana
1130,"De Soto Parish, Louisiana",22031,Louisiana
1131,"East Baton Rouge Parish, Louisiana",22033,Louisiana
1132,"East Carroll Parish, Louisiana",22035,Louisiana
1133,"East Feliciana Parish, Louisiana",22037,Louisiana
1134,"Evangeline Parish, Louisiana",22039,Louisiana
1135,"Franklin Parish, Louisiana",22041,Louisiana
1136,"Grant Parish, Louisiana",22043,Louisiana
1137,"Iberia Parish, Louisiana",22045,Louisiana
1138,"Iberville Parish, Louisiana",22047,Louisiana
1139,"Jackson Parish, Louisiana",22049,Louisiana
1140,"Jefferson Parish, Louisiana",22051,Louisiana
1141,"Jefferson Davis Parish, Louisiana",22053,Louisiana
1142,"Lafayette Parish, Louisiana",22055,Louisiana
1143,"Lafourche Parish, Louisiana",22057,Louisiana
1144,"LaSalle Parish, Louisiana",22059,Louisiana
1145,"Lincoln Parish, Louisiana",22061,Louisiana
1146,"Livingston Parish, Louisiana",22063,Louisiana
1147,"Madison Parish, Louisiana",22065,Louisiana
1148,"Morehouse Parish, Louisiana",22067,Louisiana
1149,"Natchitoches Parish, Louisiana",22069,Louisiana
1150,"Orleans Parish, Louisiana",22071,Louisiana
1151,"Ouachita Parish, Louisiana",22073,Louisiana
1152,"Plaquemines Parish, Louisiana",22075,Louisiana
1153,"Pointe Coupee Parish, Louisiana",22077,Louisiana
1154,"Rapides Parish, Louisiana",22079,Louisiana
1155,"Red River Parish, Louisiana",22081,Louisiana
1156,"Richland Parish, Louisiana",22083,Louisiana
1157,"Sabine Parish, Louisiana",22085,Louisiana
1158,"St. Bernard Parish, Louisiana",22087,Louisiana
1159,"St. Charles Parish, Louisiana",22089,Louisiana
1160,"St. Helena Parish, Louisiana",22091,Louisiana
1161,"St. James Parish, Louisiana",22093,Louisiana
1162,"St. John the Baptist Parish, Louisiana",22095,Louisiana
1163,"St. Landry Parish, Louisiana",22097,Louisiana
1164,"St. Martin Parish, Louisiana",22099,Louisiana
1165,"St. Mary Parish, Louisiana",22101,Louisiana
1166,"St. Tammany Parish, Louisiana",22103,Louisiana
1167,"Tangipahoa Parish, Louisiana",22105,Louisiana
1168,"Tensas Parish, Louisiana",22107,Louisiana
1169,"Terrebonne Parish, Louisiana",22109,Louisiana
1170,"Union Parish, Louisiana",22111,Louisiana
1171,"Vermilion Parish, Louisiana",22113,Louisiana
1172,"Vernon Parish, Louisiana",22115,Louisiana
1173,"Washington Parish, Louisiana",22117,Louisiana
1174,"Webster Parish, Louisiana",22119,Louisiana
1175,"West Baton Rouge Parish, Louisiana",22121,Louisiana
1176,"West Carroll Parish, Louisiana",22123,Louisiana
1177,"West Feliciana Parish, Louisiana",22125,Louisiana
1178,"Winn Parish, Louisiana",22127,Louisiana
1179,"Androscoggin County, Maine",23001,Maine
1180,"Aroostook County, Maine",23003,Maine
1181,"Cumberland County, Maine",23005,Maine
1182,"Franklin County, Maine",23007,Maine
1183,"Hancock County, Maine",23009,Maine
1184,"Kennebec County, Maine",23011,Maine
1185,"Knox County, Maine",23013,Maine
1186,"Lincoln County, Maine",23015,Maine
1187,"Oxford County, Maine",23017,Maine
1188,"Penobscot County, Maine",23019,Maine
1189,"Piscataquis County, Maine",23021,Maine
1190,"Sagadahoc County, Maine",23023,Maine
1191,"Somerset County, Maine",23025,Maine
1192,"Waldo County, Maine",23027,Maine
1193,"Washington County, Maine",23029,Maine
1194,"York County, Maine",23031,Maine
1195,"Allegany County, Maryland",24001,Maryland
1196,"Anne Arundel County, Maryland",24003,Maryland
1197,"Baltimore County, Maryland",24005,Maryland
1198,"Calvert County, Maryland",24009,Maryland
1199,"Caroline County, Maryland",24011,Maryland
1200,"Carroll County, Maryland",24013,Maryland
1201,"Cecil County, Maryland",24015,Maryland
1202,"Charles County, Maryland",24017,Maryland
1203,"Dorchester County, Maryland",24019,Maryland
1204,"Frederick County, Maryland",24021,Maryland
1205,"Garrett County, Maryland",24023,Maryland
1206,"Harford County, Maryland",24025,Maryland
1207,"Howard County, Maryland",24027,Maryland
1208,"Kent County, Maryland",24029,Maryland
1209,"Montgomery County, Maryland",24031,Maryland
1210,"Prince George's County, Maryland",24033,Maryland
1211,"Queen Anne's County, Maryland",24035,Maryland
1212,"St. Mary's County, Maryland",24037,Maryland
1213,"Somerset County, Maryland",24039,Maryland
1214,"Talbot County, Maryland",24041,Maryland
1215,"Washington County, Maryland",24043,Maryland
1216,"Wicomico County, Maryland",24045,Maryland
1217,"Worcester County, Maryland",24047,Maryland
1218,"Baltimore city, Maryland",24510,Maryland
1219,"Barnstable County, Massachusetts",25001,Massachusetts
1220,"Berkshire County, Massachusetts",25003,Massachusetts
1221,"Bristol County, Massachusetts",25005,Massachusetts
1222,"Dukes County, Massachusetts",25007,Massachusetts
1223,"Essex County, Massachusetts",25009,Massachusetts
1224,"Franklin County, Massachusetts",25011,Massachusetts
1225,"Hampden County, Massachusetts",25013,Massachusetts
1226,"Hampshire County, Massachusetts",25015,Massachusetts
1227,"Middlesex County, Massachusetts",25017,Massachusetts
1228,"Nantucket County, Massachusetts",25019,Massachusetts
1229,"Norfolk County, Massachusetts",25021,Massachusetts
1230,"Plymouth County, Massachusetts",25023,Massachusetts
1231,"Suffolk County, Massachusetts",25025,Massachusetts
1232,"Worcester County, Massachusetts",25027,Massachusetts
1233,"Alcona County, Michigan",26001,Michigan
1234,"Alger County, Michigan",26003,Michigan
1235,"Allegan County, Michigan",26005,Michigan
